time,open,high,low,close,hl2,Upper,Lower,target_bull,target_bear,os,phv,bull_top,bull_btm,bull_avg,bull_left,bear_top,bear_btm,bear_avg,bear_left,Bull OB,Bear OB,Volume,Volume MA
1698685200,1.21491,1.21568,1.21417,1.2155,1.214925,1.21648,1.21199,1.21199,1.21648,1,NaN,1.2135799999999999,1.21199,1.2127849999999998,1698674400000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,9719,10817.85
1698688800,1.2155,1.2166299999999999,1.21532,1.21616,1.2159749999999998,1.2166299999999999,1.21199,1.21199,1.2166299999999999,1,NaN,1.2135799999999999,1.21199,1.2127849999999998,1698674400000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,7323,10987.45
1698692400,1.21616,1.21748,1.21616,1.21734,1.2168199999999998,1.21748,1.21403,1.21403,1.21748,1,26922,1.2135799999999999,1.21199,1.2127849999999998,1698674400000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,10344,11272.3
1698696000,1.21734,1.21734,1.21675,1.21689,1.2170450000000002,1.21748,1.2141,1.2141,1.21748,1,NaN,1.2135799999999999,1.21199,1.2127849999999998,1698674400000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,3768,11095.2
1698699600,1.21689,1.21689,1.21594,1.21667,1.216415,1.21748,1.21417,1.21417,1.21748,1,NaN,1.2135799999999999,1.21199,1.2127849999999998,1698674400000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,1696,10807.6
1698703200,1.21667,1.21682,1.21644,1.21644,1.2166299999999999,1.21748,1.21532,1.21532,1.21748,1,NaN,1.2135799999999999,1.21199,1.2127849999999998,1698674400000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,3451,10597.3
1698706800,1.21644,1.21674,1.21633,1.21635,1.216535,1.21748,1.21594,1.21594,1.21748,1,NaN,1.2135799999999999,1.21199,1.2127849999999998,1698674400000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,1813,10503.4
1698710400,1.21635,1.2163599999999999,1.21568,1.21599,1.2160199999999999,1.21734,1.21568,1.21568,1.21734,0,NaN,1.2135799999999999,1.21199,1.2127849999999998,1698674400000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,4781,10543.8
1698714000,1.21599,1.21604,1.21488,1.21559,1.21546,1.21689,1.21488,1.21488,1.21689,0,NaN,1.2135799999999999,1.21199,1.2127849999999998,1698674400000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,7639,10667.75
1698717600,1.21559,1.2157,1.21473,1.21477,1.2152150000000002,1.21682,1.21473,1.21473,1.21682,0,NaN,1.2135799999999999,1.21199,1.2127849999999998,1698674400000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,5849,10660.15
1698721200,1.21477,1.21486,1.21368,1.21442,1.21427,1.21674,1.21368,1.21368,1.21674,0,NaN,1.2135799999999999,1.21199,1.2127849999999998,1698674400000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,12261,10672.15
1698724800,1.21442,1.2149,1.21386,1.21404,1.21438,1.2163599999999999,1.21368,1.21368,1.2163599999999999,0,NaN,1.2135799999999999,1.21199,1.2127849999999998,1698674400000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,6345,10164.8
1698728400,1.21404,1.21482,1.21389,1.2147999999999999,1.2143549999999999,1.21604,1.21368,1.21368,1.21604,0,NaN,1.2135799999999999,1.21199,1.2127849999999998,1698674400000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,6440,9827.2
1698732000,1.2147999999999999,1.21526,1.21427,1.21489,1.2147649999999999,1.2157,1.21368,1.21368,1.2157,0,NaN,1.2135799999999999,1.21199,1.2127849999999998,1698674400000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,9335,9763.75
1698735600,1.21489,1.21613,1.21418,1.21561,1.215155,1.21613,1.21368,1.21368,1.21613,0,NaN,1.2135799999999999,1.21199,1.2127849999999998,1698674400000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,12038,9797.85
1698739200,1.21561,1.21737,1.2145299999999999,1.21722,1.2159499999999999,1.21737,1.21386,1.21386,1.21737,1,NaN,1.2135799999999999,1.21199,1.2127849999999998,1698674400000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,13880,9738.75
1698742800,1.21722,1.21947,1.21687,1.21907,1.21817,1.21947,1.21389,1.21389,1.21947,1,NaN,1.2135799999999999,1.21199,1.2127849999999998,1698674400000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,13401,9454.55
1698746400,1.21907,1.21981,1.21838,1.21974,1.219095,1.21981,1.21418,1.21418,1.21981,1,NaN,1.2135799999999999,1.21199,1.2127849999999998,1698674400000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,13009,8758.9
1698750000,1.21974,1.22007,1.21755,1.21795,1.21881,1.22007,1.21418,1.21418,1.22007,1,NaN,1.210055,1.20764,1.2088475,1698321600000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,11168,8431.1
1698753600,1.21795,1.21858,1.21559,1.21589,1.217085,1.22007,1.2145299999999999,1.2145299999999999,1.22007,1,NaN,1.210055,1.20764,1.2088475,1698321600000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,22494,8837.7
1698757200,1.21589,1.21592,1.21337,1.21364,1.214645,1.22007,1.21337,1.21337,1.22007,1,NaN,1.210055,1.20764,1.2088475,1698321600000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,20768,9390.15
1698760800,1.21364,1.21564,1.21263,1.21368,1.2141350000000002,1.22007,1.21263,1.21263,1.22007,1,NaN,1.210055,1.20764,1.2088475,1698321600000,1.21564,1.2141350000000002,1.2148875000000001,1698760800000,NaN,1.21564,23460,10197
1698764400,1.21368,1.21422,1.21196,1.21333,1.21309,1.22007,1.21196,1.21196,1.22007,1,NaN,1.210055,1.20764,1.2088475,1698321600000,1.21564,1.2141350000000002,1.2148875000000001,1698760800000,NaN,NaN,22356,10797.6
1698768000,1.21333,1.21401,1.21231,1.21337,1.21316,1.21858,1.21196,1.21196,1.21858,0,NaN,1.210055,1.20764,1.2088475,1698321600000,1.21564,1.2141350000000002,1.2148875000000001,1698760800000,NaN,NaN,17981,11508.25
1698771600,1.21337,1.21515,1.21329,1.2147999999999999,1.21422,1.21592,1.21196,1.21196,1.21592,0,NaN,1.210055,1.20764,1.2088475,1698321600000,1.21564,1.2141350000000002,1.2148875000000001,1698760800000,NaN,NaN,13930,12119.95
1698775200,1.2147999999999999,1.2152,1.21407,1.21503,1.214635,1.21564,1.21196,1.21196,1.21564,0,NaN,1.210055,1.20764,1.2088475,1698321600000,1.21564,1.2141350000000002,1.2148875000000001,1698760800000,NaN,NaN,8935,12394.15
1698778800,1.21503,1.21555,1.21477,1.21528,1.21516,1.21555,1.21196,1.21196,1.21555,0,23460,1.210055,1.20764,1.2088475,1698321600000,1.21564,1.2141350000000002,1.2148875000000001,1698760800000,NaN,NaN,7171,12662.05
1698782400,1.21528,1.21545,1.21416,1.21524,1.214805,1.21555,1.21231,1.21231,1.21555,1,NaN,1.210055,1.20764,1.2088475,1698321600000,1.21564,1.2141350000000002,1.2148875000000001,1698760800000,NaN,NaN,4875,12666.75
1698786000,1.21524,1.21547,1.21424,1.21474,1.214855,1.21555,1.21329,1.21329,1.21555,1,NaN,1.210055,1.20764,1.2088475,1698321600000,1.21564,1.2141350000000002,1.2148875000000001,1698760800000,NaN,NaN,1651,12367.35
1698789600,1.21474,1.21547,1.21471,1.21507,1.21509,1.21555,1.21407,1.21407,1.21555,1,NaN,1.210055,1.20764,1.2088475,1698321600000,1.21564,1.2141350000000002,1.2148875000000001,1698760800000,NaN,NaN,2427,12196.25
1698793200,1.21507,1.21527,1.21478,1.21502,1.215025,1.21555,1.21416,1.21416,1.21555,1,NaN,1.210055,1.20764,1.2088475,1698321600000,1.21564,1.2141350000000002,1.2148875000000001,1698760800000,NaN,NaN,3475,11756.95
1698796800,1.21502,1.2152,1.21339,1.21391,1.214295,1.21547,1.21339,1.21339,1.21547,0,NaN,1.210055,1.20764,1.2088475,1698321600000,1.21564,1.2141350000000002,1.2148875000000001,1698760800000,NaN,NaN,7197,11799.55
1698800400,1.21391,1.21431,1.21339,1.21364,1.2138499999999999,1.21547,1.21339,1.21339,1.21547,0,NaN,1.210055,1.20764,1.2088475,1698321600000,1.21431,1.2138499999999999,1.21408,1698800400000,NaN,1.21431,7714,11863.25
1698804000,1.21364,1.21457,1.21349,1.2141899999999999,1.21403,1.21547,1.21339,1.21339,1.21547,0,NaN,1.210055,1.20764,1.2088475,1698321600000,1.21564,1.2141350000000002,1.2148875000000001,1698760800000,NaN,NaN,6130,11703
1698807600,1.2141899999999999,1.21485,1.214,1.21448,1.2144249999999999,1.21527,1.21339,1.21339,1.21527,0,NaN,1.210055,1.20764,1.2088475,1698321600000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,5168,11359.5
1698811200,1.21448,1.21449,1.21366,1.21376,1.214075,1.2152,1.21339,1.21339,1.2152,0,NaN,1.210055,1.20764,1.2088475,1698321600000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,4738,10902.4
1698814800,1.21376,1.21377,1.21316,1.21357,1.213465,1.21485,1.21316,1.21316,1.21485,0,NaN,1.210055,1.20764,1.2088475,1698321600000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,5719,10518.3
1698818400,1.21357,1.21488,1.21355,1.21466,1.2142149999999998,1.21488,1.21316,1.21316,1.21488,0,7714,1.210055,1.20764,1.2088475,1698321600000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,6443,10190
1698822000,1.21466,1.21612,1.21445,1.2152,1.2152850000000002,1.21612,1.21316,1.21316,1.21612,0,NaN,1.210055,1.20764,1.2088475,1698321600000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,12042,10233.7
1698825600,1.2152,1.21607,1.21412,1.21441,1.215095,1.21612,1.21316,1.21316,1.21612,0,NaN,1.210055,1.20764,1.2088475,1698321600000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,13300,9774
1698829200,1.21441,1.2154099999999999,1.21322,1.21389,1.214315,1.21612,1.21316,1.21316,1.21612,0,NaN,1.210055,1.20764,1.2088475,1698321600000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,12382,9354.7
1698832800,1.21389,1.21449,1.21319,1.21383,1.21384,1.21612,1.21319,1.21319,1.21612,1,NaN,1.210055,1.20764,1.2088475,1698321600000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,9646,8664
1698836400,1.21383,1.21437,1.21232,1.21254,1.213345,1.21612,1.21232,1.21232,1.21612,1,NaN,1.210055,1.20764,1.2088475,1698321600000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,11004,8096.4
1698840000,1.21254,1.21442,1.21195,1.21221,1.2131850000000002,1.21607,1.21195,1.21195,1.21607,0,NaN,1.210055,1.20764,1.2088475,1698321600000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,30680,8731.35
1698843600,1.21221,1.21221,1.20956,1.21046,1.210885,1.2154099999999999,1.20956,1.20956,1.2154099999999999,0,NaN,1.210055,1.20764,1.2088475,1698321600000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,22330,9151.35
1698847200,1.21046,1.21643,1.21046,1.21458,1.213445,1.21643,1.20956,1.20956,1.21643,0,NaN,1.210055,1.20764,1.2088475,1698321600000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,38781,10643.65
1698850800,1.21458,1.2157,1.21229,1.21261,1.2139950000000002,1.21643,1.20956,1.20956,1.21643,0,NaN,1.210055,1.20764,1.2088475,1698321600000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,21052,11337.7
1698854400,1.21261,1.21284,1.21164,1.21216,1.21224,1.21643,1.20956,1.20956,1.21643,0,NaN,1.210055,1.20764,1.2088475,1698321600000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,12963,11742.1
1698858000,1.21216,1.21224,1.21084,1.21108,1.2115399999999998,1.21643,1.20956,1.20956,1.21643,0,NaN,1.210055,1.20764,1.2088475,1698321600000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,11108,12214.95
1698861600,1.21108,1.21431,1.2097499999999999,1.2129699999999999,1.21203,1.21643,1.2097499999999999,1.2097499999999999,1.21643,1,NaN,1.21203,1.2097499999999999,1.21089,1698861600000,1.22072,1.2189649999999999,1.2198425,1698152400000,1.2097499999999999,NaN,62634,15225.3
1698865200,1.2129699999999999,1.21569,1.21281,1.2147999999999999,1.2142499999999998,1.2157,1.2097499999999999,1.2097499999999999,1.2157,0,NaN,1.21203,1.2097499999999999,1.21089,1698861600000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,27006,16401.85
1698868800,1.2147999999999999,1.21523,1.21422,1.21512,1.214725,1.21569,1.2097499999999999,1.2097499999999999,1.21569,0,NaN,1.21203,1.2097499999999999,1.21089,1698861600000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,5943,16339.15
1698872400,1.21512,1.21532,1.21335,1.21527,1.214335,1.21569,1.2097499999999999,1.2097499999999999,1.21569,0,NaN,1.21203,1.2097499999999999,1.21089,1698861600000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,1196,16013.25
1698876000,1.21527,1.21698,1.21517,1.2166,1.216075,1.21698,1.2097499999999999,1.2097499999999999,1.21698,0,NaN,1.21203,1.2097499999999999,1.21089,1698861600000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,2676,15840.55
1698879600,1.2166,1.21816,1.2163599999999999,1.21816,1.21726,1.21816,1.21281,1.21281,1.21816,1,62634,1.21203,1.2097499999999999,1.21089,1698861600000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,6461,15905.2
1698883200,1.21816,1.21938,1.21793,1.21937,1.218655,1.21938,1.21335,1.21335,1.21938,1,NaN,1.21203,1.2097499999999999,1.21089,1698861600000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,10475,16192.05
1698886800,1.21937,1.21962,1.2189,1.21913,1.21926,1.21962,1.21335,1.21335,1.21962,1,NaN,1.21203,1.2097499999999999,1.21089,1698861600000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,8726,16342.4
1698890400,1.21913,1.21946,1.21874,1.21912,1.2191,1.21962,1.21517,1.21517,1.21962,1,NaN,1.21203,1.2097499999999999,1.21089,1698861600000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,6092,16324.85
1698894000,1.21912,1.21935,1.2187,1.21919,1.2190249999999998,1.21962,1.2163599999999999,1.2163599999999999,1.21962,1,NaN,1.21203,1.2097499999999999,1.21089,1698861600000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,4249,15935.2
1698897600,1.21919,1.21922,1.21776,1.21778,1.21849,1.21962,1.21776,1.21776,1.21962,1,NaN,1.21203,1.2097499999999999,1.21089,1698861600000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,4036,15472
1698901200,1.21778,1.21855,1.21771,1.21825,1.21813,1.21962,1.21771,1.21771,1.21962,1,NaN,1.21203,1.2097499999999999,1.21089,1698861600000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,6195,15162.65
1698904800,1.21825,1.21834,1.21745,1.21795,1.217895,1.21946,1.21745,1.21745,1.21946,0,NaN,1.21203,1.2097499999999999,1.21089,1698861600000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,6196,14990.15
1698908400,1.21795,1.21814,1.21635,1.21695,1.2172450000000001,1.21935,1.21635,1.21635,1.21935,0,NaN,1.21203,1.2097499999999999,1.21089,1698861600000,1.22072,1.2189649999999999,1.2198425,1698152400000,NaN,NaN,12899,15084.9
1698912000,1.21695,1.2174099999999999,1.2155,1.2163599999999999,1.2164549999999998,1.21922,1.2155,1.2155,1.21922,0,NaN,1.21203,1.2097499999999999,1.21089,1698861600000,1.22886,1.2273450000000001,1.2281025,1698130800000,NaN,NaN,14127,14257.25
1698915600,1.2163599999999999,1.21904,1.21572,1.21856,1.21738,1.21904,1.2155,1.2155,1.21904,0,NaN,1.21203,1.2097499999999999,1.21089,1698861600000,1.22886,1.2273450000000001,1.2281025,1698130800000,NaN,NaN,14818,13881.65
1698919200,1.21856,1.2197,1.21801,1.21909,1.218855,1.2197,1.2155,1.2155,1.2197,0,NaN,1.21203,1.2097499999999999,1.21089,1698861600000,1.22886,1.2273450000000001,1.2281025,1698130800000,NaN,NaN,12312,12558.2
1698922800,1.21909,1.21994,1.2189,1.2194,1.21942,1.21994,1.2155,1.2155,1.21994,0,NaN,1.21203,1.2097499999999999,1.21089,1698861600000,1.22886,1.2273450000000001,1.2281025,1698130800000,NaN,NaN,10440,12027.6
1698926400,1.2194,1.22255,1.21914,1.22151,1.220845,1.22255,1.2155,1.2155,1.22255,0,NaN,1.21203,1.2097499999999999,1.21089,1698861600000,1.22255,1.220845,1.2216974999999999,1698926400000,NaN,1.22255,31237,12941.3
1698930000,1.22151,1.22251,1.21855,1.21992,1.2205300000000001,1.22255,1.21572,1.21572,1.22255,1,NaN,1.21203,1.2097499999999999,1.21089,1698861600000,1.22255,1.220845,1.2216974999999999,1698926400000,NaN,NaN,24259,13598.85
1698933600,1.21992,1.22011,1.21709,1.21825,1.2186,1.22255,1.21709,1.21709,1.22255,1,NaN,1.21203,1.2097499999999999,1.21089,1698861600000,1.22255,1.220845,1.2216974999999999,1698926400000,NaN,NaN,21916,11562.95
1698937200,1.21825,1.21894,1.21676,1.21729,1.2178499999999999,1.22255,1.21676,1.21676,1.22255,1,NaN,1.21203,1.2097499999999999,1.21089,1698861600000,1.22255,1.220845,1.2216974999999999,1698926400000,NaN,NaN,18904,11157.85
1698940800,1.21729,1.21851,1.21685,1.21793,1.21768,1.22255,1.21676,1.21676,1.22255,1,NaN,1.21203,1.2097499999999999,1.21089,1698861600000,1.22255,1.220845,1.2216974999999999,1698926400000,NaN,NaN,16437,11682.55
1698944400,1.21793,1.22018,1.21778,1.22013,1.2189800000000002,1.22251,1.21676,1.21676,1.22251,0,31237,1.21203,1.2097499999999999,1.21089,1698861600000,1.22255,1.220845,1.2216974999999999,1698926400000,NaN,NaN,11502,12197.85
1698948000,1.22013,1.22081,1.21979,1.2205,1.2203,1.22081,1.21676,1.21676,1.22081,0,NaN,1.21203,1.2097499999999999,1.21089,1698861600000,1.22255,1.220845,1.2216974999999999,1698926400000,NaN,NaN,10514,12589.75
1698951600,1.2205,1.22093,1.21998,1.22086,1.220455,1.22093,1.21676,1.21676,1.22093,0,NaN,1.21203,1.2097499999999999,1.21089,1698861600000,1.22255,1.220845,1.2216974999999999,1698926400000,NaN,NaN,7954,12664.4
1698955200,1.22086,1.22094,1.22003,1.22029,1.220485,1.22094,1.21685,1.21685,1.22094,1,NaN,1.21203,1.2097499999999999,1.21089,1698861600000,1.22255,1.220845,1.2216974999999999,1698926400000,NaN,NaN,4813,12381.3
1698958800,1.22029,1.22066,1.21919,1.22008,1.219925,1.22094,1.21778,1.21778,1.22094,1,NaN,1.21203,1.2097499999999999,1.21089,1698861600000,1.22255,1.220845,1.2216974999999999,1698926400000,NaN,NaN,1592,12024.6
1698962400,1.22008,1.22036,1.21966,1.21966,1.2200099999999998,1.22094,1.21919,1.21919,1.22094,1,NaN,1.21203,1.2097499999999999,1.21089,1698861600000,1.22255,1.220845,1.2216974999999999,1698926400000,NaN,NaN,2033,11821.65
1698966000,1.21966,1.21984,1.21888,1.2189,1.21936,1.22094,1.21888,1.21888,1.22094,1,NaN,1.21203,1.2097499999999999,1.21089,1698861600000,1.22255,1.220845,1.2216974999999999,1698926400000,NaN,NaN,3482,11783.3
1698969600,1.2189,1.21953,1.21848,1.21889,1.2190050000000001,1.22094,1.21848,1.21848,1.22094,1,NaN,1.21203,1.2097499999999999,1.21089,1698861600000,1.22255,1.220845,1.2216974999999999,1698926400000,NaN,NaN,4999,11831.45
1698973200,1.21889,1.21942,1.21843,1.21913,1.218925,1.22066,1.21843,1.21843,1.22066,0,NaN,1.218925,1.21843,1.2186775,1698973200000,1.22255,1.220845,1.2216974999999999,1698926400000,1.21843,NaN,7201,11881.75
1698976800,1.21913,1.22035,1.21906,1.22023,1.219705,1.22036,1.21843,1.21843,1.22036,0,NaN,1.218925,1.21843,1.2186775,1698973200000,1.22255,1.220845,1.2216974999999999,1698926400000,NaN,NaN,6565,11900.2
1698980400,1.22023,1.22045,1.21982,1.21996,1.220135,1.22045,1.21843,1.21843,1.22045,0,NaN,1.218925,1.21843,1.2186775,1698973200000,1.22255,1.220845,1.2216974999999999,1698926400000,NaN,NaN,5838,11547.15
1698984000,1.21996,1.22036,1.21973,1.2200199999999999,1.2200449999999998,1.22045,1.21843,1.21843,1.22045,0,NaN,1.218925,1.21843,1.2186775,1698973200000,1.22255,1.220845,1.2216974999999999,1698926400000,NaN,NaN,3790,11030.3
1698987600,1.2200199999999999,1.22086,1.21994,1.22084,1.2204000000000002,1.22086,1.21843,1.21843,1.22086,0,NaN,1.218925,1.21843,1.2186775,1698973200000,1.22255,1.220845,1.2216974999999999,1698926400000,NaN,NaN,5501,10564.45
1698991200,1.22084,1.22086,1.22021,1.22054,1.220535,1.22086,1.21906,1.21906,1.22086,1,7201,1.218925,1.21843,1.2186775,1698973200000,1.22255,1.220845,1.2216974999999999,1698926400000,NaN,NaN,6002,10248.95
1698994800,1.22054,1.22136,1.21968,1.21994,1.22052,1.22136,1.21968,1.21968,1.22136,1,NaN,1.218925,1.21843,1.2186775,1698973200000,1.22886,1.2273450000000001,1.2281025,1698130800000,NaN,NaN,10898,10271.85
1698998400,1.21994,1.21996,1.21859,1.21938,1.219275,1.22136,1.21859,1.21859,1.22136,1,NaN,1.218925,1.21843,1.2186775,1698973200000,1.23147,1.22831,1.2298900000000001,1697112000000,NaN,NaN,12166,9318.3
1699002000,1.21938,1.2215,1.21904,1.22145,1.22027,1.2215,1.21859,1.21859,1.2215,1,NaN,1.218925,1.21843,1.2186775,1698973200000,1.23374,1.23204,1.23289,1697029200000,NaN,NaN,12454,8728.05
1699005600,1.22145,1.22247,1.22113,1.22215,1.2218,1.22247,1.21859,1.21859,1.22247,1,NaN,1.218925,1.21843,1.2186775,1698973200000,1.24045,1.2377150000000001,1.2390825,1695232800000,NaN,NaN,10172,8140.85
1699009200,1.22215,1.2230699999999999,1.22182,1.22262,1.222445,1.2230699999999999,1.21859,1.21859,1.2230699999999999,1,NaN,1.218925,1.21843,1.2186775,1698973200000,1.24045,1.2377150000000001,1.2390825,1695232800000,NaN,NaN,11296,7760.45
1699012800,1.22262,1.23178,1.22248,1.23128,1.22713,1.23178,1.21859,1.21859,1.23178,1,NaN,1.218925,1.21843,1.2186775,1698973200000,1.24045,1.2377150000000001,1.2390825,1695232800000,NaN,NaN,38539,8865.55
1699016400,1.23128,1.23404,1.2298,1.23322,1.2319200000000001,1.23404,1.21904,1.21904,1.23404,1,NaN,1.218925,1.21843,1.2186775,1698973200000,1.24045,1.2377150000000001,1.2390825,1695232800000,NaN,NaN,37032,10142.05
1699020000,1.23322,1.23496,1.23109,1.2342,1.233025,1.23496,1.22113,1.22113,1.23496,1,NaN,1.233025,1.23109,1.2320575,1699020000000,1.24045,1.2377150000000001,1.2390825,1695232800000,1.23109,NaN,39729,11602.8
1699023600,1.2342,1.23747,1.23413,1.23713,1.2358,1.23747,1.22182,1.22182,1.23747,1,NaN,1.233025,1.23109,1.2320575,1699020000000,1.24045,1.2377150000000001,1.2390825,1695232800000,NaN,NaN,21478,12279
1699027200,1.23713,1.23865,1.23577,1.23822,1.2372100000000001,1.23865,1.22248,1.22248,1.23865,1,NaN,1.233025,1.23109,1.2320575,1699020000000,1.24045,1.2377150000000001,1.2390825,1695232800000,NaN,NaN,18647,12970.7
1699030800,1.23822,1.23896,1.23762,1.23842,1.2382900000000001,1.23896,1.2298,1.2298,1.23896,1,NaN,1.233025,1.23109,1.2320575,1699020000000,1.24045,1.2377150000000001,1.2390825,1695232800000,NaN,NaN,12990,13540.6
1699034400,1.23842,1.2387,1.23762,1.2381,1.23816,1.23896,1.23109,1.23109,1.23896,1,NaN,1.233025,1.23109,1.2320575,1699020000000,1.24045,1.2377150000000001,1.2390825,1695232800000,NaN,NaN,10154,13946.65
1699038000,1.2381,1.23817,1.23716,1.23731,1.237665,1.23896,1.23413,1.23413,1.23896,1,39729,1.233025,1.23109,1.2320575,1699020000000,1.24045,1.2377150000000001,1.2390825,1695232800000,NaN,NaN,7422,14143.65
1699041600,1.23731,1.23828,1.23727,1.23775,1.237775,1.23896,1.23577,1.23577,1.23896,1,NaN,1.233025,1.23109,1.2320575,1699020000000,1.24045,1.2377150000000001,1.2390825,1695232800000,NaN,NaN,3526,14070
1699221600,1.23623,1.23748,1.23623,1.23692,1.2368549999999998,1.23896,1.23623,1.23623,1.23896,1,NaN,1.233025,1.23109,1.2320575,1699020000000,1.24045,1.2377150000000001,1.2390825,1695232800000,NaN,NaN,806,13750.25
1699225200,1.23692,1.23774,1.23672,1.23718,1.23723,1.2387,1.23623,1.23623,1.2387,0,NaN,1.233025,1.23109,1.2320575,1699020000000,1.24045,1.2377150000000001,1.2390825,1695232800000,NaN,NaN,3513,13597.65
1699228800,1.23718,1.23739,1.23658,1.23675,1.236985,1.23828,1.23623,1.23623,1.23828,0,NaN,1.233025,1.23109,1.2320575,1699020000000,1.24045,1.2377150000000001,1.2390825,1695232800000,NaN,NaN,6304,13620.95
1699232400,1.23675,1.23757,1.23649,1.23692,1.23703,1.23828,1.23623,1.23623,1.23828,0,NaN,1.23703,1.23649,1.23676,1699232400000,1.24045,1.2377150000000001,1.2390825,1695232800000,1.23649,NaN,9223,13892.6
1699236000,1.23692,1.23756,1.23689,1.23731,1.237225,1.23774,1.23623,1.23623,1.23774,0,NaN,1.23703,1.23649,1.23676,1699232400000,1.24045,1.2377150000000001,1.2390825,1695232800000,NaN,NaN,6580,13946.55
1699239600,1.23731,1.23752,1.23705,1.2375,1.237285,1.23774,1.23649,1.23649,1.23774,1,NaN,1.23703,1.23649,1.23676,1699232400000,1.24045,1.2377150000000001,1.2390825,1695232800000,NaN,NaN,4682,13880.55
1699243200,1.2375,1.23815,1.23726,1.23729,1.237705,1.23815,1.23649,1.23649,1.23815,1,NaN,1.23703,1.23649,1.23676,1699232400000,1.24253,1.240735,1.2416325,1694786400000,NaN,NaN,5268,13599.05
1699246800,1.23729,1.23802,1.23704,1.23779,1.23753,1.23815,1.23649,1.23649,1.23815,1,NaN,1.23703,1.23649,1.23676,1699232400000,1.24253,1.240735,1.2416325,1694786400000,NaN,NaN,6505,13316
1699250400,1.23779,1.23878,1.23779,1.23861,1.2382849999999999,1.23878,1.23689,1.23689,1.23878,1,9223,1.23703,1.23649,1.23676,1699232400000,1.24253,1.240735,1.2416325,1694786400000,NaN,NaN,6211,13003.85
1699254000,1.23861,1.23964,1.23788,1.23826,1.23876,1.23964,1.23704,1.23704,1.23964,1,NaN,1.23703,1.23649,1.23676,1699232400000,1.24806,1.244735,1.2463975,1694692800000,NaN,NaN,11584,13074.45
1699257600,1.23826,1.24139,1.23765,1.24113,1.23952,1.24139,1.23704,1.23704,1.24139,1,NaN,1.23952,1.23765,1.238585,1699257600000,1.24806,1.244735,1.2463975,1694692800000,1.23765,NaN,14870,13253.15
